"","word","sentiment","n"
"83","annoy","negative",1
"84","annoyed","negative",1
"85","annoying","negative",1
"86","annoys","negative",1
"87","antiquated","negative",1
"88","anxieties","negative",1
"89","anxiety","negative",1
"90","anxious","negative",1
"91","anxiously","negative",1
"92","apathy","negative",1
"93","apocalypse","negative",1
"94","apocalyptic","negative",1
"95","apotheosis","positive",1
"96","appalling","negative",1
"97","appeal","positive",1
"98","appealing","positive",1
"99","applaud","positive",1
"100","appreciate","positive",1
"101","appreciated","positive",1
"102","appropriate","positive",1
"103","approval","positive",1
"104","approve","positive",1
"105","archaic","negative",1
"106","arrogance","negative",1
"107","arrogant","negative",1
"108","articulate","positive",1
"109","ashamed","negative",1
"110","asinine","negative",1
"111","aspiration","positive",1
"112","aspirations","positive",1
"113","aspire","positive",1
"114","assassin","negative",1
"115","assault","negative",1
"116","assurance","positive",1
"117","assure","positive",1
"118","astonishing","positive",1
"119","astounded","positive",1
"120","astounding","positive",1
"121","atrocious","negative",1
"122","atrocities","negative",1
"123","attack","negative",1
"124","attacks","negative",1
"125","attentive","positive",1
"126","attraction","positive",1
"127","attractive","positive",1
"128","audacious","negative",1
"129","audible","positive",1
"130","auspicious","positive",1
"131","authentic","positive",1
"132","authoritarian","negative",1
"133","autonomous","positive",1
"134","available","positive",1
"135","avalanche","negative",1
"136","avenge","negative",1
"137","aversion","negative",1
"138","award","positive",1
"139","awarded","positive",1
"140","awards","positive",1
"141","awe","positive",1
"142","awesome","positive",1
"143","awesomely","positive",1
"144","awesomeness","positive",1
"145","awful","negative",1
"146","awkward","negative",1
"147","babble","negative",1
"148","backbone","positive",1
"149","backward","negative",1
"150","backwoods","negative",1
"151","bad","negative",1
"152","badly","negative",1
"153","baffle","negative",1
"154","baffled","negative",1
"155","baffling","negative",1
"156","bait","negative",1
"157","balanced","positive",1
"158","balk","negative",1
"159","bane","negative",1
"160","banish","negative",1
"161","bankrupt","negative",1
"162","bargain","positive",1
"163","baseless","negative",1
"164","bash","negative",1
"165","bashed","negative",1
"166","bastards","negative",1
"167","battered","negative",1
"168","bearish","negative",1
"169","beautiful","positive",1
"170","beautifully","positive",1
"171","beauty","positive",1
"172","beckoning","positive",1
"173","beckons","positive",1
"174","beg","negative",1
"175","begging","negative",1
"176","believable","positive",1
"177","beloved","positive",1
"178","bemused","negative",1
"179","benefactor","positive",1
"180","beneficial","positive",1
"181","benefit","positive",1
"182","benefits","positive",1
"183","benevolent","positive",1
"184","bent","negative",1
"185","berate","negative",1
"186","bereft","negative",1
"187","beset","negative",1
"188","best","positive",1
"189","better","positive",1
"190","beware","negative",1
"191","bewildered","negative",1
"192","bewilderment","negative",1
"193","bias","negative",1
"194","biased","negative",1
"195","biases","negative",1
"196","bicker","negative",1
"197","bigotry","negative",1
"198","bitch","negative",1
"199","biting","negative",1
"200","bitter","negative",1
"201","bizarre","negative",1
"202","blackmail","negative",1
"203","blah","negative",1
"204","blame","negative",1
"205","blameless","positive",1
"206","blatant","negative",1
"207","bleak","negative",1
"208","bleed","negative",1
"209","bleeding","negative",1
"210","bless","positive",1
"211","blessing","positive",1
"212","blind","negative",1
"213","bliss","positive",1
"214","blissfully","positive",1
"215","blistering","negative",1
"216","blockbuster","positive",1
"217","bloody","negative",1
"218","bloom","positive",1
"219","blow","negative",1
"220","blunder","negative",1
"221","blunt","negative",1
"222","blur","negative",1
"223","blurred","negative",1
"224","blurring","negative",1
"225","blurry","negative",1
"226","blurs","negative",1
"227","bogus","negative",1
"228","boil","negative",1
"229","boisterous","negative",1
"230","bolster","positive",1
"231","bomb","negative",1
"232","bonkers","negative",1
"233","bonus","positive",1
"234","bonuses","positive",1
"235","boom","positive",1
"236","booming","positive",1
"237","boost","positive",1
"238","bore","negative",1
"239","bored","negative",1
"240","boredom","negative",1
"241","boring","negative",1
"242","bother","negative",1
"243","bothered","negative",1
"244","bothering","negative",1
"245","bothersome","negative",1
"246","boundless","positive",1
"247","boycott","negative",1
"248","brainless","negative",1
"249","brainy","positive",1
"250","bravado","negative",1
"251","brave","positive",1
"252","bravery","positive",1
"253","bravo","positive",1
"254","brazen","negative",1
"255","breach","negative",1
"256","break","negative",1
"257","breakdown","negative",1
"258","breaking","negative",1
"259","breaks","negative",1
"260","breakthrough","positive",1
"261","breakthroughs","positive",1
"262","breathtaking","positive",1
"263","breeze","positive",1
"264","bright","positive",1
"265","brighter","positive",1
"266","brightest","positive",1
"267","brilliance","positive",1
"268","brilliant","positive",1
"269","brilliantly","positive",1
"270","brittle","negative",1
"271","broke","negative",1
"272","broken","negative",1
"273","brotherly","positive",1
"274","bruised","negative",1
"275","brutal","negative",1
"276","brutality","negative",1
"277","bs","negative",1
"278","buckle","negative",1
"279","bug","negative",1
"280","buggy","negative",1
"281","bugs","negative",1
"282","bulky","negative",1
"283","bullies","negative",1
"284","bullish","positive",1
"285","bullshit","negative",1
"286","bully","negative",1
"287","bullying","negative",1
"288","bum","negative",1
"289","bump","negative",1
"290","bumped","negative",1
"291","bumping","negative",1
"292","bumps","negative",1
"293","bumpy","negative",1
"294","burden","negative",1
"295","burdensome","negative",1
"296","burn","negative",1
"297","burned","negative",1
"298","burning","negative",1
"299","burns","negative",1
"300","bust","negative",1
"301","busts","negative",1
"302","buzzing","negative",1
"303","calamity","negative",1
"304","calm","positive",1
"305","cancer","negative",1
"306","cannibalize","negative",1
"307","capability","positive",1
"308","capable","positive",1
"309","captivating","positive",1
"310","careless","negative",1
"311","carelessness","negative",1
"312","caricature","negative",1
"313","carnage","negative",1
"314","cashback","positive",1
"315","casualty","negative",1
"316","cataclysmic","negative",1
"317","catastrophe","negative",1
"318","catastrophic","negative",1
"319","catastrophically","negative",1
"320","catchy","positive",1
"321","cautionary","negative",1
"322","cave","negative",1
"323","celebrate","positive",1
"324","celebrated","positive",1
"325","celebration","positive",1
"326","celebratory","positive",1
"327","challenging","negative",1
"328","champ","positive",1
"329","champion","positive",1
"330","chaos","negative",1
"331","chaotic","negative",1
"332","charismatic","positive",1
"333","charm","positive",1
"334","charming","positive",1
"335","chatter","negative",1
"336","cheap","negative",1
"337","cheaper","positive",1
"338","cheapest","positive",1
"339","cheaply","negative",1
"340","cheat","negative",1
"341","cheating","negative",1
"342","cheats","negative",1
"343","checkered","negative",1
"344","cheer","positive",1
"345","cheery","positive",1
"346","chic","positive",1
"347","chill","negative",1
"348","chilly","negative",1
"349","choke","negative",1
"350","chronic","negative",1
"351","clamor","negative",1
"352","clarity","positive",1
"353","clash","negative",1
"354","classic","positive",1
"355","classy","positive",1
"356","clean","positive",1
"357","cleaner","positive",1
"358","cleanest","positive",1
"359","clear","positive",1
"360","cleared","positive",1
"361","clearer","positive",1
"362","clearly","positive",1
"363","clears","positive",1
"364","clever","positive",1
"365","cliche","negative",1
"366","clog","negative",1
"367","clogged","negative",1
"368","clogs","negative",1
"369","cloud","negative",1
"370","clueless","negative",1
"371","coerce","negative",1
"372","coherent","positive",1
"373","cold","negative",1
"374","collapse","negative",1
"375","combative","negative",1
"376","comfort","positive",1
"377","comfortable","positive",1
"378","comfortably","positive",1
"379","comfy","positive",1
"380","commend","positive",1
"381","commendable","positive",1
"382","commitment","positive",1
"383","commonplace","negative",1
"384","compact","positive",1
"385","compassionate","positive",1
"386","compatible","positive",1
"387","competitive","positive",1
"388","complacent","negative",1
"389","complain","negative",1
"390","complained","negative",1
"391","complaining","negative",1
"392","complains","negative",1
"393","complaint","negative",1
"394","complaints","negative",1
"395","complement","positive",1
"396","complements","positive",1
"397","complex","negative",1
"398","compliant","positive",1
"399","complicated","negative",1
"400","complicit","negative",1
"401","compliment","positive",1
"402","comprehensive","positive",1
"403","concede","negative",1
"404","concern","negative",1
"405","concerned","negative",1
"406","concerns","negative",1
"407","concise","positive",1
"408","condemned","negative",1
"409","condemns","negative",1
"410","condescension","negative",1
"411","confess","negative",1
"412","confessions","negative",1
"413","confidence","positive",1
"414","confident","positive",1
"415","conflict","negative",1
"416","conflicted","negative",1
"417","conflicting","negative",1
"418","conflicts","negative",1
"419","confound","negative",1
"420","confounding","negative",1
"421","confront","negative",1
"422","confuse","negative",1
"423","confused","negative",1
"424","confuses","negative",1
"425","confusing","negative",1
"426","confusion","negative",1
"427","congested","negative",1
"428","congestion","negative",1
"429","congratulate","positive",1
"430","congratulation","positive",1
"431","congratulations","positive",1
"432","congratulatory","positive",1
"433","cons","negative",1
"434","conservative","negative",1
"435","considerate","positive",1
"436","consistent","positive",1
"437","consistently","positive",1
"438","conspiracy","negative",1
"439","constructive","positive",1
"440","consummate","positive",1
"441","contaminated","negative",1
"442","contamination","negative",1
"443","contemptible","negative",1
"444","contention","negative",1
"445","continuity","positive",1
"446","contradiction","negative",1
"447","contribution","positive",1
"448","controversial","negative",1
"449","controversy","negative",1
"450","convenience","positive",1
"451","convenient","positive",1
"452","convincing","positive",1
"453","convincingly","positive",1
"454","convoluted","negative",1
"455","cool","positive",1
"456","coolest","positive",1
"457","cooperative","positive",1
"458","cornerstone","positive",1
"459","correct","positive",1
"460","correctly","positive",1
"461","corrosive","negative",1
"462","corrupt","negative",1
"463","corrupted","negative",1
"464","corruption","negative",1
"465","costlier","negative",1
"466","costly","negative",1
"467","counterproductive","negative",1
"468","courage","positive",1
"469","courageous","positive",1
"470","courteous","positive",1
"471","cowardly","negative",1
"472","cozy","positive",1
"473","crack","negative",1
"474","cracked","negative",1
"475","cracks","negative",1
"476","cramped","negative",1
"477","crap","negative",1
"478","crappy","negative",1
"479","crash","negative",1
"480","crashed","negative",1
"481","crashes","negative",1
"482","crashing","negative",1
"483","crass","negative",1
"484","craze","negative",1
"485","crazy","negative",1
"486","creative","positive",1
"487","credence","positive",1
"488","credible","positive",1
"489","credulous","negative",1
"490","creep","negative",1
"491","creeping","negative",1
"492","creeps","negative",1
"493","creepy","negative",1
"494","crept","negative",1
"495","crime","negative",1
"496","criminal","negative",1
"497","cripple","negative",1
"498","crippled","negative",1
"499","crippling","negative",1
"500","crisis","negative",1
"501","critic","negative",1
"502","critical","negative",1
"503","criticism","negative",1
"504","criticisms","negative",1
"505","criticize","negative",1
"506","criticized","negative",1
"507","critics","negative",1
"508","crooked","negative",1
"509","crowded","negative",1
"510","crude","negative",1
"511","cruel","negative",1
"512","cruelty","negative",1
"513","crumble","negative",1
"514","crumbling","negative",1
"515","crummy","negative",1
"516","crumple","negative",1
"517","crumpled","negative",1
"518","crush","negative",1
"519","crushed","negative",1
"520","crushing","negative",1
"521","cry","negative",1
"522","culpable","negative",1
"523","cunts","negative",1
"524","cure","positive",1
"525","curse","negative",1
"526","cursed","negative",1
"527","cute","positive",1
"528","cynical","negative",1
"529","damage","negative",1
"530","damaged","negative",1
"531","damages","negative",1
"532","damaging","negative",1
"533","damn","negative",1
"534","damned","negative",1
"535","damning","negative",1
"536","danger","negative",1
"537","dangerous","negative",1
"538","daring","positive",1
"539","dark","negative",1
"540","darkened","negative",1
"541","darker","negative",1
"542","darkness","negative",1
"543","darling","positive",1
"544","dashing","positive",1
"545","dawn","positive",1
"546","dazed","negative",1
"547","dazzle","positive",1
"548","dazzled","positive",1
"549","dazzling","positive",1
"550","dead","negative",1
"551","deadly","negative",1
"552","deaf","negative",1
"553","death","negative",1
"554","debacle","negative",1
"555","debatable","negative",1
"556","debilitating","negative",1
"557","debt","negative",1
"558","decadent","negative",1
"559","decay","negative",1
"560","deceiving","negative",1
"561","decency","positive",1
"562","decent","positive",1
"563","deception","negative",1
"564","deceptive","negative",1
"565","deceptively","negative",1
"566","decisive","positive",1
"567","decline","negative",1
"568","declines","negative",1
"569","declining","negative",1
"570","decry","negative",1
"571","dedicated","positive",1
"572","defamatory","negative",1
"573","defame","negative",1
"574","defeat","positive",1
"575","defeated","positive",1
"576","defeating","positive",1
"577","defeats","positive",1
"578","defect","negative",1
"579","defective","negative",1
"580","defender","positive",1
"581","defensive","negative",1
"582","defiance","negative",1
"583","defiant","negative",1
"584","deficiencies","negative",1
"585","defunct","negative",1
"586","defy","negative",1
"587","degradation","negative",1
"588","delay","negative",1
"589","delayed","negative",1
"590","delaying","negative",1
"591","delays","negative",1
"592","delicious","positive",1
"593","delight","positive",1
"594","delighted","positive",1
"595","delightful","positive",1
"596","delightfully","positive",1
"597","deluge","negative",1
"598","delusion","negative",1
"599","delusional","negative",1
"600","delusions","negative",1
"601","demise","negative",1
"602","demolish","negative",1
"603","demon","negative",1
"604","demonize","negative",1
"605","denial","negative",1
"606","denied","negative",1
"607","denies","negative",1
"608","dense","negative",1
"609","dent","negative",1
"610","deny","negative",1
"611","denying","negative",1
"612","dependable","positive",1
"613","depressed","negative",1
"614","depressing","negative",1
"615","depression","negative",1
"616","desert","negative",1
"617","desirable","positive",1
"618","despair","negative",1
"619","desperate","negative",1
"620","desperately","negative",1
"621","desperation","negative",1
"622","despicable","negative",1
"623","destiny","positive",1
"624","destroy","negative",1
"625","destroyer","negative",1
"626","destruction","negative",1
"627","detachable","positive",1
"628","deter","negative",1
"629","deteriorate","negative",1
"630","deteriorating","negative",1
"631","detract","negative",1
"632","detracts","negative",1
"633","detriment","negative",1
"634","devastate","negative",1
"635","devastated","negative",1
"636","devastating","negative",1
"637","deviate","negative",1
"638","devil","negative",1
"639","devoid","negative",1
"640","dexterous","positive",1
"641","diabolical","negative",1
"642","dick","negative",1
"643","dictator","negative",1
"644","die","negative",1
"645","died","negative",1
"646","dies","negative",1
"647","difficult","negative",1
"648","difficulties","negative",1
"649","difficulty","negative",1
"650","dignity","positive",1
"651","dilemma","negative",1
"652","diligence","positive",1
"653","diligent","positive",1
"654","diligently","positive",1
"655","dim","negative",1
"656","din","negative",1
"657","ding","negative",1
"658","dings","negative",1
"659","dinky","negative",1
"660","dirt","negative",1
"661","dirty","negative",1
"662","disable","negative",1
"663","disabled","negative",1
"664","disadvantage","negative",1
"665","disadvantaged","negative",1
"666","disadvantages","negative",1
"667","disagree","negative",1
"668","disagrees","negative",1
"669","disappoint","negative",1
"670","disappointed","negative",1
"671","disappointing","negative",1
"672","disappointment","negative",1
"673","disaster","negative",1
"674","disastrous","negative",1
"675","discomfort","negative",1
"676","discontent","negative",1
"677","discontinued","negative",1
"678","discourage","negative",1
"679","discredit","negative",1
"680","discriminate","negative",1
"681","discrimination","negative",1
"682","disdain","negative",1
"683","disgrace","negative",1
"684","disgraceful","negative",1
"685","disgruntled","negative",1
"686","disgusted","negative",1
"687","disgusting","negative",1
"688","disheartening","negative",1
"689","dishonest","negative",1
"690","dishonesty","negative",1
"691","disillusionment","negative",1
"692","disingenuous","negative",1
"693","disinterest","negative",1
"694","dislike","negative",1
"695","dislikes","negative",1
"696","dismal","negative",1
"697","disobey","negative",1
"698","disorder","negative",1
"699","displace","negative",1
"700","displaced","negative",1
"701","dispute","negative",1
"702","disputed","negative",1
"703","disregard","negative",1
"704","disrespect","negative",1
"705","disrupt","negative",1
"706","disruption","negative",1
"707","disruptive","negative",1
"708","dissapointed","negative",1
"709","dissent","negative",1
"710","disservice","negative",1
"711","disses","negative",1
"712","dissident","negative",1
"713","dissonance","negative",1
"714","dissuade","negative",1
"715","distinction","positive",1
"716","distinctive","positive",1
"717","distinguished","positive",1
"718","distract","negative",1
"719","distracting","negative",1
"720","distraction","negative",1
"721","distraught","negative",1
"722","distressed","negative",1
"723","distrust","negative",1
"724","disturbance","negative",1
"725","disturbed","negative",1
"726","disturbing","negative",1
"727","disturbingly","negative",1
"728","diversified","positive",1
"729","divine","positive",1
"730","divisive","negative",1
"731","dizzy","negative",1
"732","dominate","positive",1
"733","dominated","positive",1
"734","dominates","positive",1
"735","doom","negative",1
"736","doomed","negative",1
"737","doomsday","negative",1
"738","dope","negative",1
"739","doubt","negative",1
"740","doubtful","negative",1
"741","doubtless","positive",1
"742","doubts","negative",1
"743","douchebag","negative",1
"744","downer","negative",1
"745","downfall","negative",1
"746","downside","negative",1
"747","downsides","negative",1
"748","drag","negative",1
"749","dragged","negative",1
"750","dragging","negative",1
"751","drags","negative",1
"752","drain","negative",1
"753","drains","negative",1
"754","drastic","negative",1
"755","drastically","negative",1
"756","drawback","negative",1
"757","drawbacks","negative",1
"758","dreadful","negative",1
"759","dreary","negative",1
"760","drones","negative",1
"761","dropout","negative",1
"762","drought","negative",1
"763","drowning","negative",1
"764","drunk","negative",1
"765","drunken","negative",1
"766","dubious","negative",1
"767","dull","negative",1
"768","dumb","negative",1
"769","dump","negative",1
"770","dumped","negative",1
"771","dumping","negative",1
"772","dungeon","negative",1
"773","dungeons","negative",1
"774","dupe","negative",1
"775","dust","negative",1
"776","dusty","negative",1
"777","dwindling","negative",1
"778","dying","negative",1
"779","dynamic","positive",1
"780","eager","positive",1
"781","eagerly","positive",1
"782","earnest","positive",1
"783","ease","positive",1
"784","eased","positive",1
"785","eases","positive",1
"786","easier","positive",1
"787","easiest","positive",1
"788","easing","positive",1
"789","easy","positive",1
"790","economical","positive",1
"791","educated","positive",1
"792","effective","positive",1
"793","effectively","positive",1
"794","effectiveness","positive",1
"795","efficient","positive",1
"796","efficiently","positive",1
"797","effortless","positive",1
"798","effortlessly","positive",1
"799","egocentric","negative",1
"800","egregious","negative",1
"801","electrify","positive",1
"802","elegance","positive",1
"803","elegant","positive",1
"804","elevate","positive",1
"805","elimination","negative",1
"806","elite","positive",1
"807","eloquent","positive",1
"808","embarrass","negative",1
"809","embarrassing","negative",1
"810","embarrassment","negative",1
"811","emergency","negative",1
"812","empathize","positive",1
"813","empathy","positive",1
"814","empower","positive",1
"815","empowerment","positive",1
"816","enchanted","positive",1
"817","encourage","positive",1
"818","encouraging","positive",1
"819","encroach","negative",1
"820","endanger","negative",1
"821","endorse","positive",1
"822","endorsed","positive",1
"823","endorsement","positive",1
"824","endorses","positive",1
"825","endorsing","positive",1
"826","enemies","negative",1
"827","enemy","negative",1
"828","energetic","positive",1
"829","engaging","positive",1
"830","enhance","positive",1
"831","enhanced","positive",1
"832","enhancement","positive",1
"833","enhances","positive",1
"834","enjoy","positive",1
"835","enjoyable","positive",1
"836","enjoyed","positive",1
"837","enjoying","positive",1
"838","enjoyment","positive",1
"839","enjoys","positive",1
"840","enlighten","positive",1
"841","enlightenment","positive",1
"842","enough","positive",1
"843","enraged","negative",1
"844","enrich","positive",1
"845","enslave","negative",1
"846","entangle","negative",1
"847","entanglement","negative",1
"848","entertain","positive",1
"849","entertaining","positive",1
"850","enthusiasm","positive",1
"851","enthusiast","positive",1
"852","enthusiastic","positive",1
"853","enthusiastically","positive",1
"854","entice","positive",1
"855","enticing","positive",1
"856","entrapment","negative",1
"857","entrust","positive",1
"858","envious","negative",1
"859","envious","positive",1
"860","envy","positive",1
"861","epidemic","negative",1
"862","equitable","positive",1
"863","erase","negative",1
"864","erode","negative",1
"865","erosion","negative",1
"866","err","negative",1
"867","erratic","negative",1
"868","erratically","negative",1
"869","erroneous","negative",1
"870","erroneously","negative",1
"871","error","negative",1
"872","errors","negative",1
"873","eruptions","negative",1
"874","ethical","positive",1
"875","evade","negative",1
"876","evasion","negative",1
"877","evasive","negative",1
"878","evenly","positive",1
"879","eventful","positive",1
"880","evil","negative",1
"881","eviscerate","negative",1
"882","exacerbate","negative",1
"883","exceed","positive",1
"884","exceeded","positive",1
"885","exceedingly","positive",1
"886","exceeds","positive",1
"887","excel","positive",1
"888","excellence","positive",1
"889","excellency","positive",1
"890","excellent","positive",1
"891","excels","positive",1
"892","exceptional","positive",1
"893","excessive","negative",1
"894","excite","positive",1
"895","excited","positive",1
"896","excitedly","positive",1
"897","excitement","positive",1
"898","excites","positive",1
"899","exciting","positive",1
"900","excitingly","positive",1
"901","exclusion","negative",1
"902","excruciating","negative",1
"903","excruciatingly","negative",1
"904","excuse","negative",1
"905","excuses","negative",1
"906","exemplar","positive",1
"907","exhaust","negative",1
"908","exhausted","negative",1
"909","exhaustion","negative",1
"910","exorbitant","negative",1
"911","expansive","positive",1
"912","expensive","negative",1
"913","expire","negative",1
"914","expired","negative",1
"915","explode","negative",1
"916","exploit","negative",1
"917","exploitation","negative",1
"918","explosive","negative",1
"919","extraordinarily","positive",1
"920","extraordinary","positive",1
"921","extremist","negative",1
"922","extremists","negative",1
"923","fabrication","negative",1
"924","fabulous","positive",1
"925","facilitate","positive",1
"926","fail","negative",1
"927","failed","negative",1
"928","failing","negative",1
"929","fails","negative",1
"930","failure","negative",1
"931","failures","negative",1
"932","fair","positive",1
"933","fairly","positive",1
"934","fairness","positive",1
"935","faith","positive",1
"936","fake","negative",1
"937","fall","negative",1
"938","fallacy","negative",1
"939","fallen","negative",1
"940","falling","negative",1
"941","fallout","negative",1
"942","falls","negative",1
"943","false","negative",1
"944","falsely","negative",1
"945","falter","negative",1
"946","fame","positive",1
"947","famed","positive",1
"948","famous","positive",1
"949","famously","positive",1
"950","fanatics","negative",1
"951","fancier","positive",1
"952","fanciful","negative",1
"953","fancy","positive",1
"954","fanfare","positive",1
"955","fans","positive",1
"956","fantastic","positive",1
"957","fantastically","positive",1
"958","farcical","negative",1
"959","fascinating","positive",1
"960","fascination","positive",1
"961","fascism","negative",1
"962","fascist","negative",1
"963","fashionable","positive",1
"964","fast","positive",1
"965","faster","positive",1
"966","fastest","positive",1
"967","fat","negative",1
"968","fatal","negative",1
"969","fatally","negative",1
"970","fatigue","negative",1
"971","fault","negative",1
"972","faultless","positive",1
"973","faults","negative",1
"974","faulty","negative",1
"975","fav","positive",1
"976","fave","positive",1
"977","favor","positive",1
"978","favorable","positive",1
"979","favored","positive",1
"980","favorite","positive",1
"981","favour","positive",1
"982","fear","negative",1
"983","fearful","negative",1
"984","fearless","positive",1
"985","fears","negative",1
"986","feasible","positive",1
"987","feat","positive",1
"988","feckless","negative",1
"989","feeble","negative",1
"990","feisty","positive",1
"991","fell","negative",1
"992","felon","negative",1
"993","fervor","positive",1
"994","festive","positive",1
"995","fever","negative",1
"996","fiasco","negative",1
"997","fiction","negative",1
"998","fictional","negative",1
"999","fictitious","negative",1
"1000","fierce","negative",1
"1001","fiery","positive",1
"1002","filthy","negative",1
"1003","fine","positive",1
"1004","finest","positive",1
"1005","finicky","negative",1
"1006","fist","negative",1
"1007","flagrant","negative",1
"1008","flagrantly","negative",1
"1009","flair","negative",1
"1010","flake","negative",1
"1011","flare","negative",1
"1012","flaw","negative",1
"1013","flawed","negative",1
"1014","flawless","positive",1
"1015","flawlessly","positive",1
"1016","flaws","negative",1
"1017","flee","negative",1
"1018","fleeing","negative",1
"1019","fleeting","negative",1
"1020","flexibility","positive",1
"1021","flexible","positive",1
"1022","flicker","negative",1
"1023","flirt","negative",1
"1024","floored","negative",1
"1025","floundering","negative",1
"1026","flourish","positive",1
"1027","flout","negative",1
"1028","fluent","positive",1
"1029","foe","negative",1
"1030","fond","positive",1
"1031","fool","negative",1
"1032","fooled","negative",1
"1033","foolish","negative",1
"1034","foolishly","negative",1
"1035","foolproof","positive",1
"1036","forbid","negative",1
"1037","forbidden","negative",1
"1038","foremost","positive",1
"1039","foresight","positive",1
"1040","forged","negative",1
"1041","formidable","positive",1
"1042","fortunate","positive",1
"1043","fortunately","positive",1
"1044","fortune","positive",1
"1045","foul","negative",1
"1046","fragile","negative",1
"1047","frantic","negative",1
"1048","frantically","negative",1
"1049","fraud","negative",1
"1050","fraudulent","negative",1
"1051","freak","negative",1
"1052","freaking","negative",1
"1053","freakishly","negative",1
"1054","freaks","negative",1
"1055","free","positive",1
"1056","freed","positive",1
"1057","freedom","positive",1
"1058","freedoms","positive",1
"1059","freeze","negative",1
"1060","freezes","negative",1
"1061","freezing","negative",1
"1062","frenzy","negative",1
"1063","fresh","positive",1
"1064","fret","negative",1
"1065","friction","negative",1
"1066","frictions","negative",1
"1067","fried","negative",1
"1068","friendly","positive",1
"1069","friggin","negative",1
"1070","frigging","negative",1
"1071","frightening","negative",1
"1072","frigid","negative",1
"1073","frolic","positive",1
"1074","frost","negative",1
"1075","frozen","negative",1
"1076","fruitful","positive",1
"1077","frustrate","negative",1
"1078","frustrated","negative",1
"1079","frustrates","negative",1
"1080","frustrating","negative",1
"1081","frustration","negative",1
"1082","ftw","positive",1
"1083","fuck","negative",1
"1084","fucking","negative",1
"1085","fulfillment","positive",1
"1086","fume","negative",1
"1087","fun","positive",1
"1088","funky","negative",1
"1089","funny","negative",1
"1090","furious","negative",1
"1091","furiously","negative",1
"1092","fury","negative",1
"1093","fuss","negative",1
"1094","futile","negative",1
"1095","futility","negative",1
"1096","futuristic","positive",1
"1097","gain","positive",1
"1098","gained","positive",1
"1099","gaining","positive",1
"1100","gains","positive",1
"1101","gall","negative",1
"1102","gape","negative",1
"1103","garbage","negative",1
"1104","gasp","negative",1
"1105","geeky","positive",1
"1106","gem","positive",1
"1107","gems","positive",1
"1108","generosity","positive",1
"1109","generous","positive",1
"1110","genius","positive",1
"1111","genuine","positive",1
"1112","ghastly","negative",1
"1113","giddy","negative",1
"1114","gifted","positive",1
"1115","gimmick","negative",1
"1116","glad","positive",1
"1117","gladly","positive",1
"1118","glamorous","positive",1
"1119","glare","negative",1
"1120","glee","positive",1
"1121","gleeful","positive",1
"1122","glitch","negative",1
"1123","glitches","negative",1
"1124","gloom","negative",1
"1125","glorious","positive",1
"1126","glory","positive",1
"1127","glow","positive",1
"1128","glowing","positive",1
"1129","glut","negative",1
"1130","godsend","positive",1
"1131","gold","positive",1
"1132","golden","positive",1
"1133","good","positive",1
"1134","goodness","positive",1
"1135","goofy","negative",1
"1136","gorgeous","positive",1
"1137","grace","positive",1
"1138","graceful","positive",1
"1139","gracefully","positive",1
"1140","graft","negative",1
"1141","grand","positive",1
"1142","grapple","negative",1
"1143","grateful","positive",1
"1144","gratification","positive",1
"1145","gratitude","positive",1
"1146","gravely","negative",1
"1147","great","positive",1
"1148","greatest","positive",1
"1149","greed","negative",1
"1150","grief","negative",1
